date;site;size;energy_generated_kWh;adjusted_generation;KT;PRECTOT;T2M;WS10M;WS50M;pm25
5/05/2018;C2S148;2076;12448,60642;0,950461141;0,73;0;23,63;2,04;2,91;4,681948316
6/05/2018;C2S148;2076;10430,8835;0,796406369;0,6;0;23,51;3,84;5,51;6,799400748
7/05/2018;C2S148;2076;12832,27375;0,979754451;0,76;0;22,59;4,16;5,93;5,306031717
8/05/2018;C2S148;2076;12364,23133;0,944019035;0,73;0;23,41;2,71;4,23;7,754865116
9/05/2018;C2S148;2076;12768,83392;0,974910769;0,75;0;24,98;4,45;6,19;5,968309854
10/05/2018;C2S148;2076;12791,83783;0,976667136;0,75;0;21,96;6,5;8,21;9,666814852
11/05/2018;C2S148;2076;12833,11483;0,979818668;0,57;0,16;17,15;8,48;10,13;8,899900834
12/05/2018;C2S148;2076;13097,43858;1;0,63;0,14;15,43;5,37;6,39;4,007176289
13/05/2018;C2S148;2076;13009,55517;0,99329003;0,67;0,05;15,73;4,88;5,89;5,042416794
14/05/2018;C2S148;2076;12985,7025;0,99146886;0,73;0;17,75;4,11;4,9;8,14022178
15/05/2018;C2S148;2076;12937,79108;0,987810785;0,75;0;18,49;4,69;5,72;7,297012318
16/05/2018;C2S148;2076;13010,32233;0,993348604;0,77;0;17,57;5,59;7,04;5,845620603
17/05/2018;C2S148;2076;13033,96242;0,995153543;0,76;0;17,21;5,69;7,09;6,819986498
18/05/2018;C2S148;2076;12840,72258;0,980399526;0,7;0;18,86;4,2;5,25;8,179895715
19/05/2018;C2S148;2076;12185,92775;0,930405413;0,64;0,01;19,56;4,65;5,59;8,496964269
22/05/2018;C2S148;2076;12419,96358;0,948274237;0,63;0,02;17,84;3,94;4,61;6,429427453
23/05/2018;C2S148;2076;12783,20183;0,976007771;0,69;0,01;19,47;3,9;4,67;7,330331085
24/05/2018;C2S148;2076;12993,17983;0,99203976;0,64;0,01;18,63;4,99;5,87;7,354246101
25/05/2018;C2S148;2076;13004,7865;0,992925939;0,74;0,01;15,51;6,49;7,61;4,675322657
26/05/2018;C2S148;2076;12759,68092;0,97421193;0,61;0;15,18;6,76;8,2;4,695811279
27/05/2018;C2S148;2076;12816,19075;0,978526501;0,74;0;19,02;2,66;3,58;5,008055248
28/05/2018;C2S148;2076;12706,59475;0,970158758;0,75;0;23,14;1,84;2,51;4,272477722
29/05/2018;C2S148;2076;10689,59233;0,816158997;0,72;0;25,37;2,63;3,39;6,187417331
30/05/2018;C2S148;2076;12878,10492;0,983253698;0,68;0,02;21,46;6,35;7,29;6,532629845
31/05/2018;C2S148;2076;12958,80025;0,989414851;0,66;0,01;17,68;7,11;8,45;5,466933308
1/06/2018;C2S148;2076;12850,67433;0,98115935;0,77;0;20,86;2,88;3,77;7,710159969
2/06/2018;C2S148;2076;12637,37083;0,964873456;0,77;0;24,98;2,64;3,71;7,881598277
3/06/2018;C2S148;2076;12537,2965;0,9572327;0,76;0;27,73;3,12;4,63;5,198483631
4/06/2018;C2S148;2076;11320,12267;0,864300496;0,71;0;27,68;3,69;5,21;7,085242509
5/06/2018;C2S148;2076;12574,48058;0,960071735;0,74;0;24,58;4,67;6,03;9,85372677
6/06/2018;C2S148;2076;12863,35817;0,982127771;0,75;0;22,32;5,17;6,49;8,370020498
7/06/2018;C2S148;2076;12660,72917;0,966656884;0,76;0;22,07;5;6,55;8,483401143
8/06/2018;C2S148;2076;12663,01167;0,966831155;0,77;0;24,73;3,01;4,59;10,4461024
9/06/2018;C2S148;2076;12659,36475;0,96655271;0,76;0;23,49;6,32;8,13;11,01627087
10/06/2018;C2S148;2076;12910,69717;0,985742142;0,75;0;22,73;3,76;5,07;5,047435779
11/06/2018;C2S148;2076;12522,1495;0,956076214;0,75;0;26,4;1,82;2,87;7,115011422
12/06/2018;C2S148;2076;12500,96283;0,954458595;0,75;0;28,93;2,88;4,26;10,93485371
13/06/2018;C2S148;2076;12610,8015;0,962844866;0,77;0;28,57;4,43;6,13;7,861223368
14/06/2018;C2S148;2076;12754,20983;0,973794208;0,75;0;27,34;5,74;7,71;5,261382998
15/06/2018;C2S148;2076;11319,157;0,864226767;0,71;0;25,86;5,89;7,46;7,082001613
16/06/2018;C2S148;2076;13034,34242;0,995182557;0,74;0;19,79;6,77;7,83;15,24234383
17/06/2018;C2S148;2076;13093,146;0,999672258;0,71;0;16,73;7,22;8,38;5,618479325
18/06/2018;C2S148;2076;11028,71708;0,842051445;0,76;0;20,38;3,67;4,6;6,09669555
19/06/2018;C2S148;2076;12706,17933;0,970127041;0,77;0;24,98;2,3;3,43;7,209744965
20/06/2018;C2S148;2076;12474,55208;0,952442113;0,77;0;29,01;2,57;4,04;7,209147704
21/06/2018;C2S148;2076;11975,87175;0,914367468;0,76;0;29,8;4,16;5,92;9,737128271
22/06/2018;C2S148;2076;12532,35667;0,95685554;0,77;0;29,57;2,62;4,15;7,849153901
23/06/2018;C2S148;2076;11904,19375;0,908894795;0,76;0;28,07;4,82;6,32;14,01422071
24/06/2018;C2S148;2076;12711,46775;0,970530816;0,76;0;26,75;3,68;4,8;9,67464682
25/06/2018;C2S148;2076;12542,48333;0,957628719;0,76;0;28,21;4,06;5,44;9,023315303
26/06/2018;C2S148;2076;12628,64733;0,96420741;0,76;0;28,41;4,11;5,66;6,562005762
27/06/2018;C2S148;2076;12633,005;0,964540121;0,77;0;27,83;5,36;7,06;7,272132286
28/06/2018;C2S148;2076;12738,57217;0,97260026;0,76;0;25,53;6,4;8,01;5,562440998
29/06/2018;C2S148;2076;12699,59667;0,969624449;0,75;0;23,8;5,05;5,97;8,268310975
30/06/2018;C2S148;2076;12442,50475;0,949995274;0,75;0;25,38;2,9;3,86;9,603657329
1/07/2018;C2S148;2076;12373,85825;0,944754058;0,73;0;27,87;2,99;4,12;7,404252085
2/07/2018;C2S148;2076;12487,18583;0,95340671;0,73;0;27,91;4,44;5,61;7,788673434
3/07/2018;C2S148;2076;12520,4195;0,955944128;0,74;0;25,67;5,91;7,01;9,187012103
4/07/2018;C2S148;2076;12571,21925;0,959822729;0,75;0;26,13;4,54;6,02;6,636651575
5/07/2018;C2S148;2076;12510,08875;0,955155366;0,75;0;28,77;2,1;3,16;4,187197397
6/07/2018;C2S148;2076;10814,20208;0,825673052;0,72;0;32,7;2,19;3,27;5,040313231
7/07/2018;C2S148;2076;9099,533583;0,694756729;0,45;1,21;32,58;2,56;3,29;10,58612047
8/07/2018;C2S148;2076;11867,62417;0,906102677;0,68;0,35;32,78;4,04;5,42;12,23465933
9/07/2018;C2S148;2076;10589,26692;0,80849907;0,6;0,19;30,37;4,13;5,18;31,45001905
10/07/2018;C2S148;2076;10020,95142;0,765107723;0,65;0,22;28,08;2,47;3,25;19,92026743
11/07/2018;C2S148;2076;8412,719917;0,642317951;0,53;2,57;28,06;3,4;4,13;10,40528716
12/07/2018;C2S148;2076;10154,85942;0,775331707;0,61;1,57;27,66;3,75;4,71;10,56480017
13/07/2018;C2S148;2076;11437,59483;0,873269591;0,67;0,2;29,49;2,82;3,95;8,238504005
14/07/2018;C2S148;2076;12021,16925;0,917825968;0,71;0,03;30,82;4,07;5,22;8,698140885
15/07/2018;C2S148;2076;11972,11892;0,914080936;0,71;0,01;30,31;3,39;4,44;8,196661647
16/07/2018;C2S148;2076;11888,73117;0,907714214;0,7;0;31,02;4,55;5,73;10,35037216
17/07/2018;C2S148;2076;12000,05575;0,916213936;0,7;0;31,41;3,68;4,6;10,33003533
18/07/2018;C2S148;2076;9266,0335;0,707469132;0,63;0,09;29,1;3,12;3,94;10,8132357
19/07/2018;C2S148;2076;11959,44533;0,913113297;0,64;0,03;31,17;4,16;4,91;9,302229003
20/07/2018;C2S148;2076;12030,67625;0,918551835;0,68;0,17;29,91;3,93;4,6;8,560369312
21/07/2018;C2S148;2076;10361,48108;0,791107438;0,59;0;28,22;4,09;4,92;7,866937405
22/07/2018;C2S148;2076;12051,081;0,920109755;0,71;0;29,83;3,2;4,27;4,295288968
23/07/2018;C2S148;2076;11910,23758;0,909356246;0,71;0;32,46;2,35;3,6;6,220382091
24/07/2018;C2S148;2076;11651,72217;0,889618386;0,7;0,01;34,53;2,8;4,13;8,10333463
25/07/2018;C2S148;2076;11970,51892;0,913958775;0,71;0,01;34,68;3,33;4,85;10,50863918
26/07/2018;C2S148;2076;11948,82967;0,912302783;0,73;0;34,01;3,52;4,96;12,0629343
27/07/2018;C2S148;2076;11990,79808;0,915507105;0,73;0;32,95;3,69;5,26;14,02319917
28/07/2018;C2S148;2076;11891,85608;0,907952804;0,72;0;32,64;3,96;5,6;8,22125392
29/07/2018;C2S148;2076;11725,8515;0,89527822;0,7;0,23;31,07;3,58;4,61;13,21005011
30/07/2018;C2S148;2076;9783,77825;0,746999361;0,62;0,02;29,77;2,21;2,76;10,71777742
31/07/2018;C2S148;2076;10263,76617;0,783646825;0,64;0,16;31,49;3,05;4,05;10,19344133
1/08/2018;C2S148;2076;11747,19892;0,896908112;0,71;0,07;31,59;3,73;4,87;9,53842414
2/08/2018;C2S148;2076;11520,34575;0,87958769;0,71;0,02;30,26;4,15;5,47;13,64295545
3/08/2018;C2S148;2076;11858,53792;0,905408935;0,74;0;30,21;2,72;4,15;12,59719702
4/08/2018;C2S148;2076;11871,38783;0,906390036;0,76;0;29,79;5,06;7,01;19,98644662
5/08/2018;C2S148;2076;12285,43508;0,938002878;0,76;0;28,94;4,46;6,29;6,849194521
6/08/2018;C2S148;2076;12266,54075;0,93656028;0,76;0;30,06;2,43;3,95;8,007073544
7/08/2018;C2S148;2076;11483,08933;0,876743133;0,75;0;31,95;3,08;4,63;23,08153292
8/08/2018;C2S148;2076;10961,03775;0,836884073;0,73;0;30,39;3,49;5,03;44,07701475
9/08/2018;C2S148;2076;9970,274833;0,761238525;0,64;0,35;30,23;4,32;5,69;19,95041984
10/08/2018;C2S148;2076;9985,672;0,762414111;0,64;0,02;28,78;5,28;6,58;38,57309614
11/08/2018;C2S148;2076;10166,17358;0,776195553;0,72;0,05;28,11;5,06;6,2;16,13568689
12/08/2018;C2S148;2076;11317,19075;0,864076642;0,7;0,12;27,35;4,54;5,72;18,77118949
13/08/2018;C2S148;2076;11934,88967;0,911238453;0,72;0;27,89;4,89;6,08;14,11921935
14/08/2018;C2S148;2076;11856,38717;0,905244723;0,72;0;28,51;3,93;4,92;10,45376612
15/08/2018;C2S148;2076;11761,76375;0,898020149;0,7;0,05;28,97;3,46;4,49;8,134964841
17/08/2018;C2S148;2076;11401,82342;0,870538414;0,71;0,36;29,44;3,64;4,62;11,21190412
18/08/2018;C2S148;2076;11962,62317;0,913355928;0,72;0,02;29,72;4,21;5,45;9,757873536
19/08/2018;C2S148;2076;12052,45292;0,920214501;0,72;0;30,21;3,7;5,09;8,581233744
20/08/2018;C2S148;2076;11634,68192;0,888317349;0,71;0,02;29,19;4,91;6,15;10,38957619
21/08/2018;C2S148;2076;12071,4095;0,921661852;0,72;0;27,92;5,29;6,63;7,920845529
22/08/2018;C2S148;2076;12087,64608;0,922901528;0,73;0;27,42;4,46;5,86;7,375532453
23/08/2018;C2S148;2076;12084,21242;0,922639365;0,74;0;27,32;4,55;6,01;6,711044627
24/08/2018;C2S148;2076;11217,506;0,856465631;0,72;0;25,93;5,33;6,84;8,262743246
25/08/2018;C2S148;2076;12237,07942;0,934310884;0,74;0;26,31;4,48;5,92;6,976455307
26/08/2018;C2S148;2076;12228,39892;0,93364812;0,74;0;24,87;5,53;7,1;14,28569909
27/08/2018;C2S148;2076;12262,10375;0,936221512;0,75;0;23,77;6,7;8,43;13,40870443
28/08/2018;C2S148;2076;11692,03442;0,892696258;0,73;0;23,13;4,57;6,12;10,33598939
29/08/2018;C2S148;2076;11506,804;0,878553767;0,71;0;24,59;3,87;5,59;5,558769375
30/08/2018;C2S148;2076;11483,61025;0,876782905;0,73;0;24,82;4,47;6,35;3,926863098
31/08/2018;C2S148;2076;12224,16383;0,933324768;0,74;0;25,05;4,43;6,19;8,028486866
1/09/2018;C2S148;2076;12062,84233;0,921007742;0,75;0;25,04;2,64;3,95;9,849244899
2/09/2018;C2S148;2076;11908,32117;0,909209926;0,73;0;24,72;2,56;3,72;9,607691344
3/09/2018;C2S148;2076;11634,87025;0,888331728;0,72;0,02;25,28;2,7;3,44;9,473760564
4/09/2018;C2S148;2076;10673,96317;0,814965697;0,72;0,06;26,4;2,62;3,55;6,11359005
5/09/2018;C2S148;2076;11650,57758;0,889530996;0,73;0,05;26,34;2,77;3,81;4,799977322
6/09/2018;C2S148;2076;11842,78075;0,904205862;0,74;0;27,63;1,82;2,65;3,957569463
7/09/2018;C2S148;2076;11684,80267;0,892144108;0,75;0;29,52;1,9;2,85;5,07094989
8/09/2018;C2S148;2076;11806,05583;0,901401885;0,76;0;29,52;4,28;6,2;4,280514477
9/09/2018;C2S148;2076;11848,23067;0,904621968;0,75;0;27,99;4,52;6,67;5,646213384
10/09/2018;C2S148;2076;12007,1765;0,916757611;0,77;0;26,28;4,74;6,95;5,07238826
11/09/2018;C2S148;2076;12034,07008;0,918810957;0,76;0;25,49;5,39;7,43;6,422520204
12/09/2018;C2S148;2076;11867,12483;0,906064553;0,76;0;23,62;5,9;7,85;7,692075784
13/09/2018;C2S148;2076;11916,79725;0,909857082;0,76;0;22,85;4,64;6,54;3,904482346
14/09/2018;C2S148;2076;11920,33558;0,910127237;0,74;0;24,88;3,23;4,74;3,500145657
15/09/2018;C2S148;2076;11821,96942;0,9026169;0,74;0;24,37;4,37;6,29;3,539047618
16/09/2018;C2S148;2076;11864,40433;0,90585684;0,74;0;24,19;3,82;5,62;3,306405727
17/09/2018;C2S148;2076;11969,82342;0,913905673;0,75;0;23,43;3,91;5,78;2,796688609
18/09/2018;C2S148;2076;11241,31583;0,858283531;0,76;0;22,92;4,08;6,07;3,001293297
19/09/2018;C2S148;2076;11865,69042;0,905955034;0,77;0;22,67;3,73;5,45;3,951198238
20/09/2018;C2S148;2076;11627,6155;0,887777822;0,75;0;24,75;2;2,7;9,510757021
21/09/2018;C2S148;2076;11684,15767;0,892094862;0,75;0;25,77;2,28;3,3;4,790448165
22/09/2018;C2S148;2076;11499,03092;0,877960285;0,72;0;26,73;2,77;4,05;3,565201063
23/09/2018;C2S148;2076;11457,53642;0,874792147;0,71;0;25,6;3,63;5,16;3,444216629
24/09/2018;C2S148;2076;11537,27367;0,88088015;0,74;0;23,87;3,43;5,02;4,624912365
25/09/2018;C2S148;2076;11418,0825;0,871779808;0,71;0;25,07;1,81;2,39;7,726042928
26/09/2018;C2S148;2076;11301,20708;0,862856276;0,73;0;27,95;2,35;3,06;3,168941868
27/09/2018;C2S148;2076;11114,7455;0,848619784;0,73;0;28,4;1,64;2,59;4,777958911
28/09/2018;C2S148;2076;11175,47925;0,853256855;0,71;0;26,37;4,47;6,42;6,476303417
29/09/2018;C2S148;2076;11665,76442;0,890690523;0,72;0;21,85;5,44;7,57;10,96076835
30/09/2018;C2S148;2076;11323,2975;0,864542897;0,66;0,03;22,41;4,98;6,86;3,426068608
1/10/2018;C2S148;2076;9472,5605;0,723237635;0,62;0,49;23,43;2,78;4,09;7,151664099
2/10/2018;C2S148;2076;9155,3595;0,699019082;0,52;0,05;21,95;3,88;4,95;6,769662009
3/10/2018;C2S148;2076;7363,555917;0,562213434;0,46;0,6;18,71;4,73;6,06;3,984282758
4/10/2018;C2S148;2076;10559,40033;0,806218732;0,63;0,09;17,72;5,13;6,49;4,638104677
5/10/2018;C2S148;2076;11396,76692;0,870152347;0,71;0,01;18,75;3,17;4,38;2,38557117
6/10/2018;C2S148;2076;9814,520083;0,749346525;0,62;0,35;17,09;5,69;7,52;15,71804206
7/10/2018;C2S148;2076;10550,65242;0,805550822;0,68;0;15,16;3,47;4,93;1,98557622
8/10/2018;C2S148;2076;11403,98833;0,870703707;0,72;0;15,65;2,22;3,27;1,407123609
9/10/2018;C2S148;2076;11194,69683;0,854724133;0,72;0;16,29;3,93;5,54;8,377006448
10/10/2018;C2S148;2076;11128,48925;0,84966913;0,72;0;15,88;4,05;5,32;5,851360524
11/10/2018;C2S148;2076;11104,49625;0,847837245;0,7;0,07;15,65;1,94;2,85;6,418733342
12/10/2018;C2S148;2076;9831,972584;0,750679037;0,64;6,32;17,64;3,88;5,4;2,454317844
13/10/2018;C2S148;2076;2843,10575;0,217073417;0,45;5,93;16,35;2,34;3,6;1,936424391
14/10/2018;C2S148;2076;9080,50125;0,693303595;0,7;0,21;15;3,57;5,51;5,865902723
15/10/2018;C2S148;2076;11757,77925;0,897715929;0,75;0;11,54;6,44;9,22;1,254976653
16/10/2018;C2S148;2076;11549,50367;0,881813921;0,74;0;13,17;4,54;6,73;1,943981113
17/10/2018;C2S148;2076;11291,25333;0,862096299;0,73;0;15,28;2,49;3,17;1,775459925
18/10/2018;C2S148;2076;11164,73633;0,852436624;0,73;0;16,06;2,65;3,54;2,469798364
19/10/2018;C2S148;2076;11222,354;0,85683578;0,74;0;16,43;4,57;6,5;0,725988705
20/10/2018;C2S148;2076;11147,13217;0,851092532;0,72;0,09;17,94;3,27;4,55;0,953076935
21/10/2018;C2S148;2076;10818,7355;0,826019182;0,72;0,15;19,2;1,54;2,08;1,245487924
22/10/2018;C2S148;2076;9733,67975;0,7431743;0,72;0;18,03;2,08;2,72;4,086502502
23/10/2018;C2S148;2076;10453,98583;0,79817025;0,71;0;19,74;1,67;2,09;5,929921437
24/10/2018;C2S148;2076;10591,22008;0,808648196;0,72;0;19,96;1,55;2,28;5,251393796
25/10/2018;C2S148;2076;10317,83358;0,787774916;0,72;0;19,19;1,61;2,37;7,393406121
26/10/2018;C2S148;2076;10371,19475;0,791849084;0,72;0;21,06;1,52;1,9;5,032334523
27/10/2018;C2S148;2076;10338,85192;0,789379683;0,71;0;21,58;1,06;1,47;6,241738851
28/10/2018;C2S148;2076;8034,119833;0,613411529;0,62;0;20,54;2,35;3,62;5,381510836
29/10/2018;C2S148;2076;10209,331;0,779490657;0,71;0;17,77;4,3;6,44;7,39989313
30/10/2018;C2S148;2076;10484,32417;0,800486607;0,72;0;14,58;4,16;6,44;5,605303261
31/10/2018;C2S148;2076;10580,13933;0,807802172;0,72;0;13,26;3,68;5,57;1,610460085
1/11/2018;C2S148;2076;9377,515333;0,715980859;0,61;0;16,04;3,47;4,81;1,302766155
2/11/2018;C2S148;2076;10224,31017;0,780634328;0,71;0;18,33;2,25;3,3;2,086636836
3/11/2018;C2S148;2076;9973,096083;0,76145393;0,71;0;17,7;3,05;4,11;2,937336093
4/11/2018;C2S148;2076;7553,76825;0,576736299;0,62;0;18,37;2,95;4,82;4,681201337
5/11/2018;C2S148;2076;10089,80533;0,770364775;0,7;0;17,49;1,96;3,3;4,399272342
6/11/2018;C2S148;2076;9919,479833;0,757360286;0,71;0;16,64;1,71;2,18;7,104563831
7/11/2018;C2S148;2076;10000,96983;0,763582113;0,72;0;14,31;2,21;3,35;6,298399907
8/11/2018;C2S148;2076;10105,99967;0,771601226;0,71;0;12,02;6,35;9,32;13,97402204
9/11/2018;C2S148;2076;10354,91783;0,790606329;0,74;0;10,61;5,03;7,22;4,648061433
10/11/2018;C2S148;2076;9335,334417;0,712760312;0,74;0;11,91;2,06;3,02;5,064341285
11/11/2018;C2S148;2076;10147,45267;0,774766196;0,74;0;8,93;4,9;6,95;5,740587414
12/11/2018;C2S148;2076;10259,52858;0,783323282;0,74;0;7,9;5,14;7,64;3,301324668
13/11/2018;C2S148;2076;8556,841917;0,653321782;0,64;0;8,46;4,5;6,65;3,030391091
14/11/2018;C2S148;2076;9708,31375;0,741237585;0,71;0;11,72;3,34;4,67;3,669096983
16/11/2018;C2S148;2076;8225,808333;0,628047101;0,69;0;14,49;1,02;1,4;2,945786049
17/11/2018;C2S148;2076;7990,903917;0,610111959;0,66;0;12,67;2,37;3,48;6,707746623
18/11/2018;C2S148;2076;7362,826917;0,562157774;0,62;0;12,07;3,01;4,24;7,717971841
19/11/2018;C2S148;2076;5099,438167;0,389346217;0,45;0;10,77;3,08;4,55;7,58890841
20/11/2018;C2S148;2076;9203,204083;0,702672055;0,7;0;12,67;2,09;3,02;6,223070388
21/11/2018;C2S148;2076;8136,043583;0,62119349;0,68;0,2;11,74;2,63;3,87;12,33947741
22/11/2018;C2S148;2076;8966,54325;0,684602809;0,63;2,62;10,26;4,81;7,01;1,734740131
23/11/2018;C2S148;2076;9438,912417;0,720668576;0,63;0,01;9,76;4,99;7,09;2,298376302
24/11/2018;C2S148;2076;8989,3985;0,686347826;0,64;0,02;11,24;3,32;4,78;0,604005273
25/11/2018;C2S148;2076;8146,603833;0,621999774;0,64;0;9,41;3,8;5,58;2,474874721
26/11/2018;C2S148;2076;9392,894167;0,717155046;0,66;0;9,96;3,44;4,86;2,904226643
27/11/2018;C2S148;2076;8130,490917;0,620769539;0,67;0;12,67;2,19;3,24;2,932150237
28/11/2018;C2S148;2076;9046,937833;0,690741001;0,68;0,17;11,42;4,19;6,15;6,473887506
29/11/2018;C2S148;2076;3500,8115;0,267289782;0,34;12,76;9,11;7,89;10,34;2,18207605
30/11/2018;C2S148;2076;5190,739917;0,396317179;0,56;0,32;7,72;6,05;8,15;2,139882579
1/12/2018;C2S148;2076;9194,023333;0,701971097;0,62;0,15;6,11;4,7;6,76;3,422382625
2/12/2018;C2S148;2076;9334,979;0,712733176;0,7;0,04;4,8;2,38;3,57;2,089445625
3/12/2018;C2S148;2076;9111,546583;0,695673931;0,7;0;5,74;2,76;4,09;4,358945052
4/12/2018;C2S148;2076;8905,500667;0,679942159;0,7;0;5,8;4,34;6,68;1,045041626
5/12/2018;C2S148;2076;3251,821417;0,248279188;0,35;2,26;5,7;2,42;3,76;4,00986229
6/12/2018;C2S148;2076;852,9475834;0,065123236;0,18;19,43;5,02;4,06;5,72;2,403732148
7/12/2018;C2S148;2076;2767,666417;0,211313563;0,54;1,05;7,32;2,81;4,07;1,194174168
8/12/2018;C2S148;2076;8859,299833;0,676414688;0,7;0;7,6;2,16;3;5,985575971
9/12/2018;C2S148;2076;6157,793167;0,470152475;0,6;0;7,86;2,85;4,29;8,587553405
10/12/2018;C2S148;2076;3019,008583;0,23050374;0,38;0;8,5;2,52;4,1;10,111282
11/12/2018;C2S148;2076;8684,478917;0,66306697;0,7;0;8,24;3,52;5,34;6,120812056
12/12/2018;C2S148;2076;8772,490083;0,669786694;0,67;0;7,38;3,85;5,7;2,900477619
13/12/2018;C2S148;2076;8815,559917;0,67307511;0,7;0;6,56;3,63;5,43;3,607777059
14/12/2018;C2S148;2076;1904,652;0,145421716;0,23;0;7,41;2,66;4,18;7,744688619
15/12/2018;C2S148;2076;8673,80375;0,662251912;0,7;0;8,89;2,4;3,41;7,886441188
16/12/2018;C2S148;2076;8499,9745;0,648979909;0,68;0;9,79;2,52;3,76;13,53611747
17/12/2018;C2S148;2076;6834,953;0,521854174;0,59;0,01;8,66;3,72;5,5;6,724963042
18/12/2018;C2S148;2076;7371,242083;0,562800279;0,66;0;9,3;1,33;1,99;6,122187724
19/12/2018;C2S148;2076;8655,514583;0,66085552;0,69;0;10,04;2,56;3,59;3,604774228
20/12/2018;C2S148;2076;8153,01475;0,622489252;0,7;0;11,85;1,54;2,16;7,281105753
21/12/2018;C2S148;2076;5767,951833;0,440387775;0,56;0;10,87;2,94;4,7;5,432456671
22/12/2018;C2S148;2076;7883,059167;0,601877926;0,65;0;9,93;2,86;4,19;5,484276735
23/12/2018;C2S148;2076;5945,553333;0,453947793;0,51;0;11,03;1,45;2,11;5,137111072
24/12/2018;C2S148;2076;8139,8235;0,62148209;0,65;0,4;9,58;2,27;3,71;2,883914897
25/12/2018;C2S148;2076;6410,170333;0,489421675;0,56;1,48;7,22;4,09;6,1;1,943118786
26/12/2018;C2S148;2076;8093,5765;0,617951094;0,57;0;5,18;3,13;4,8;1,731323618
27/12/2018;C2S148;2076;8707,283917;0,66480815;0,65;0;3,29;4,27;6,77;3,609825237
28/12/2018;C2S148;2076;9018,698083;0,688584873;0,7;0;1,36;5,71;9,12;2,142766008
29/12/2018;C2S148;2076;8905,74425;0,679960757;0,69;0;2,73;3,62;5,51;1,123119133
30/12/2018;C2S148;2076;8685,923333;0,663177252;0,68;0;6,56;3,04;4,41;5,39751086
31/12/2018;C2S148;2076;5382,6775;0,410971769;0,48;0,05;2,34;5,18;7,76;2,553158051
1/01/2019;C2S148;2076;9234,616417;0,705070412;0,71;0;-0,15;5,27;7,92;0,608340755
2/01/2019;C2S148;2076;9015,992917;0,688378331;0,68;0;2,32;3,62;5,37;1,756127973
3/01/2019;C2S148;2076;8986,761917;0,686146521;0,7;0;3,35;2,68;3,76;4,32760626
4/01/2019;C2S148;2076;9009,632833;0,687892734;0,69;0;5,48;2,61;3,75;4,382317841
5/01/2019;C2S148;2076;2422,602;0,184967617;0,21;2,57;5,63;2,75;4,24;4,222981744
6/01/2019;C2S148;2076;8849,717167;0,675683044;0,61;1,07;5,83;4,62;6,59;1,69376861
7/01/2019;C2S148;2076;8734,566667;0,66689121;0,63;1,18;7,62;3,78;5,22;1,524669679
8/01/2019;C2S148;2076;7757,217333;0,5922698;0,6;0,01;8,06;2,87;4,54;2,793306257
9/01/2019;C2S148;2076;8833,825917;0,674469734;0,67;0,01;10,22;1,54;2,24;4,825829417
10/01/2019;C2S148;2076;9152,316667;0,69878676;0,69;0;8,74;1,68;2,34;4,118513509
11/01/2019;C2S148;2076;5118,717667;0,390818223;0,42;0,02;8,73;2,92;4,59;2,800176832
12/01/2019;C2S148;2076;3595,879417;0,274548294;0,29;7,53;5,43;2,72;4,27;1,772521931
13/01/2019;C2S148;2076;7377,119167;0,563248999;0,55;0,14;5,72;2,43;3,57;5,927434344
14/01/2019;C2S148;2076;1771,151333;0,135228833;0,15;8,64;4,54;3,79;5,6;3,158317032
15/01/2019;C2S148;2076;3598,792417;0,274770704;0,34;4,65;5,64;2,52;3,89;2,307016025
16/01/2019;C2S148;2076;7784,9035;0,594383661;0,56;6,63;9,41;4,04;6,12;1,592198039
17/01/2019;C2S148;2076;1719,080833;0,131253208;0,19;20,19;10,42;6,79;9,29;1,114601672
18/01/2019;C2S148;2076;7330,164333;0,559663959;0,58;0,07;9,1;2,95;3,74;2,797816472
19/01/2019;C2S148;2076;9494,0335;0,724877115;0,71;0;9,98;2,57;3,53;5,320354662
20/01/2019;C2S148;2076;7124,076667;0,543929;0,56;0,12;11,22;3,36;5;4,026299353
21/01/2019;C2S148;2076;10042,88175;0,766782122;0,71;0,3;5,45;7,98;10,72;5,185229963
22/01/2019;C2S148;2076;9921,799;0,757537356;0,72;0;3,75;5,99;9,11;0,923112452
23/01/2019;C2S148;2076;9925,197917;0,757796866;0,71;0,01;7,17;1,8;2,46;2,863776252
24/01/2019;C2S148;2076;10048,79642;0,767233712;0,7;0;7,92;3,72;5,43;2,775977819
25/01/2019;C2S148;2076;10072,94783;0,769077692;0,73;0;8,49;2,96;4,18;2,779396342
26/01/2019;C2S148;2076;9619,481417;0,734455165;0,7;0;9,74;4,26;6,16;2,619168706
27/01/2019;C2S148;2076;9567,226;0,730465422;0,69;0;11,94;1,81;2,44;3,048749261
28/01/2019;C2S148;2076;6019,2195;0,459572264;0,38;0;11,23;2,21;3,16;5,187071277
29/01/2019;C2S148;2076;7098,053833;0,541942135;0,6;0;13,22;1,66;2,4;2,723896797
30/01/2019;C2S148;2076;5212,84575;0,398004978;0,41;0;10,78;1,7;2,34;8,681006146
31/01/2019;C2S148;2076;2501,807417;0,191015014;0,2;4,49;9,38;2,2;3,05;6,298192805
1/02/2019;C2S148;2076;7785,852917;0,59445615;0,5;0,86;9,18;2,45;3,43;5,817772552
2/02/2019;C2S148;2076;4287,666;0,327366757;0,25;20,05;7,89;6,97;9,44;1,794314114
